Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d sgNT_rep1_S65/ sgNT_rep2_S66/ sgArid1a_rep1_S67/ sgArid1a_rep2_S68) (cmd=getDiffExpression.pl sgArid1a_nostim_raw.txt -edgeR -simpleNorm -dispersion 0.05 sgNT sgNT sgARID1A sgARID1A -export diff -log2fold .585)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_rep1_S65/ (28413949.0 total)	sgNT_rep2_S66/ (31159073.0 total)	sgArid1a_rep1_S67/ (29840911.0 total)	sgArid1a_rep2_S68 (27904258.0 total)	sgARID1A vs. sgNT Log2 Fold Change	sgARID1A vs. sgNT p-value	sgARID1A vs. sgNT adj. p-value
NR_040561	chr16	71131076	71139029	+	770.0	1	4931420L22Rik|-|-|16|16 C3.1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_146932	chr10	129681799	129682737	-	937.0	1	Olfr802|MOR111-1|-|10|10 D3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001166728	chr1	182157178	182158098	-	919.0	1	Vmn1r1|EG625823|Gm6628|-|1|1 H5|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_007386	chr4	40143265	40199009	+	4296.0	1	Aco1|Aco-1|Irebp|Irp1|-|4 A5|4 20.24 cM|protein-coding	1465.40	1465.49	1389.90	1519.31	-0.000813486775104959	1	1
NM_175366	chr7	82867333	82871576	+	3412.0	1	Mex3b|4931439A04Rik|M-04814|Rkhd3|mKIAA2009|-|7 D3|7 47.35 cM|protein-coding	387.66	385.85	322.48	327.59	-0.239984479353799	0.00925594617125679	0.236330022064649
NM_010061	chr16	4037145	4040024	+	1294.0	1	Dnase1|AI788650|DNaseI|Dnl1|-|16 A1|16 2.37 cM|protein-coding	123.68	164.29	172.51	118.65	0.02609233424635	0.871313065318845	1
NM_001033765	chr11	81572502	81573539	-	1035.0	1	1700071K01Rik|-|-|11|11 B5|protein-coding	0.00	0.94	0.00	0.00	-2.3015270447825	0.999999999999998	1
NM_009284	chr10	127642986	127660987	+	3781.0	1	Stat6|-|-|10 D3|10 74.59 cM|protein-coding	3610.50	3500.83	3739.39	3559.40	0.049188237662278	0.281936909565613	1
NM_022022	chr4	149328416	149426631	-	5479.0	1	Ube4b|4930551I19Rik|4933406G05Rik|AU014668|D4Bwg0973e|UFD2|UFD2a|Ufd2p|mKIAA0684|-|4 E2|4 79.08 cM|protein-coding	2730.22	2769.50	2585.72	2823.37	-0.0139414975297133	0.787290932514539	1
NM_001129999	chr2	155956558	155998900	+	7944.0	1	Cep250|AW490617|B230210E21Rik|Cep2|Inmp|-|2|2 H1|protein-coding	3209.33	3068.98	3114.03	3160.41	0.0104771332492617	0.825833377399884	1
NM_008922	chr1	33453808	33669794	-	1960.0	1	Prim2|AI323589|-|1 12.7 cM|1 B|protein-coding	1424.87	1460.79	1472.23	1408.01	0.00831593036897621	0.887741182621595	1
NM_026058	chr8	4493405	4526079	+	3655.0	1	Cers4|2900019C14Rik|Lass4|Trh1|-|8|8 A1.1|protein-coding	1763.68	1792.19	1810.39	1689.40	-0.0114965521512932	0.83062165560042	1
NM_026348	chr4	99765402	99829118	-	2727.0	1	Itgb3bp|4930471O16Rik|AU022583|-|4|4 C6|protein-coding	381.42	374.59	341.10	344.39	-0.130003649646677	0.164644441535955	0.991716867947083
NM_001177584	chr17	40520022	40530702	+	896.0	1	Esp8|Gm17495|-|17 B2|17 19.53 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_134100	chr15	102279456	102281744	+	1738.0	1	Mfsd5|AA409375|AW556797|D15Mgi27|-|15|15 F3|protein-coding	4819.19	5001.99	5068.51	5140.65	0.0664130543249614	0.12068067308529	0.881115696878565
NM_001085543	chrX	4196576	4198535	+	1957.0	1	Btbd35f28|Gm14347|OTTMUSG00000016407|-|X|X A1.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_178250	chr2	87489088	87492418	-	1856.0	1	Pramel7|AA675346|C81180|-|2|2 D|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_011358	chr11	116849897	116853094	-	1898.0	1	Srsf2|D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2|-|11 E2|11 81.49 cM|protein-coding	10022.92	10350.40	9848.85	9908.56	-0.0335307989290485	0.411158885653188	1
NM_144945	chr5	52533517	52566306	-	6291.0	1	Lgi2|mKIAA1916|-|5|5 C1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_146115	chr2	25192720	25196813	-	3424.0	1	Tor4a|A830007P12Rik|-|2|2 A3|protein-coding	705.68	695.66	737.10	740.23	0.087351912510881	0.207279583597712	1
NM_134196	chr17	20889716	20890651	-	934.0	1	Vmn1r231|V1re5|V1re7|-|17|17 A3.2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_145431	chr11	82900768	82908395	-	1752.0	1	Nle1|AL022765|BC018399|Nle|l11Jus1|l11Jus4|-|11|11 C|protein-coding	1194.14	1212.95	1210.52	1181.22	0.00171834943408957	0.98447556314911	1
NM_178791	chr14	32856756	32939489	+	2733.0	1	Vstm4|E130203B14Rik|-|14|14 B|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_027356	chr5	137294669	137295664	+	993.0	1	Ufsp1|2700038N03Rik|D5Ertd655e|-|5 G2|5 76.33 cM|protein-coding	116.40	122.05	117.62	145.95	0.149788655578379	0.307381983526585	1
NM_001145433	chr5	53267106	53278540	+	949.0	1	Smim20|1110067B18Rik|1810013D10Rik|N28078|-|5|5 C1|protein-coding	930.17	950.08	953.72	1057.32	0.106172705951537	0.0984165027220557	0.805227901479609
NM_008078	chr2	22622327	22693877	+	5607.0	1	Gad2|6330404F12Rik|GAD(65)|GAD65|Gad-2|-|2 A3|2 15.15 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_147032	chr7	106873293	106874243	-	949.0	1	Olfr705|MOR283-2|-|7|7 E3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_025576	chr2	90910713	90918050	-	1037.0	1	Ptpmt1|1110001D10Rik|2810004N20Rik|PLIP|-|2|2 E1|protein-coding	1301.19	1372.54	1371.27	1243.16	-0.0211859031326419	0.72744459297165	1
NM_008145	chr14	67745181	67749436	+	564.0	1	Gnrh1|Gnrh|Gnrh2|LHRH|Lhrh1|Lnrh|hpg|-|14|14 D1|protein-coding	7.28	2.82	3.92	4.20	-0.265863896736246	0.819291348709695	1
NM_001159963	chr5	43744618	43782149	-	2842.0	1	Fbxl5|Fbl4|Fir4|-|5|5 B3|protein-coding	1178.56	1081.51	1009.59	1105.62	-0.0842402219677171	0.185408249613974	1
NR_037965	chr6	34303934	34317443	-	1342.0	1	Gm6644|Akr1b3p|EG626009|-|1|1 C1.2|pseudo	694.25	694.72	780.22	671.98	0.0771506199289311	0.308018389407861	1
NM_010692	chr6	83086365	83088241	+	813.0	1	Lbx2|Lbx2h|-|6 C3|6 35.94 cM|protein-coding	25.98	22.53	22.54	28.35	0.0791893624637664	0.848162801868124	1
NM_007849	chr8	21084442	21085285	+	276.0	1	Defa25|Defcr-2|Defcr2|Defcr25|-|8 A2|8|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_146096	chr19	21653309	21685637	+	2469.0	1	Abhd17b|5730446C15Rik|Cgi67|Fam108b|Fam108b1|-|19|19 B|protein-coding	473.92	501.33	522.44	488.24	0.0621303442937885	0.452732490834858	1
NM_019712	chr15	81466316	81476369	+	1648.0	1	Rbx1|1500002P15Rik|AA517855|ROC1|-|15|15 E1|protein-coding	2166.92	2247.52	2243.63	2150.34	0.00412230313794205	0.938182189274203	1
NM_181545	chr11	83002158	83020810	-	4003.0	1	Slfn8|-|-|11|11 C|protein-coding	5.20	5.63	9.80	15.75	1.21740071493977	0.0365141253341736	0.519088698334078
NM_001111118	chr12	11456079	11462928	+	3170.0	1	Rad51ap2|EG209550|-|12|12 A1.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001033343	chr19	44516957	44545848	-	3895.0	1	Sec31b|Gm341|Sec31l2|-|19|19 C3|protein-coding	64.44	46.94	45.09	53.55	-0.158142822204677	0.493492444090572	1
NR_045722	chr16	34952026	34958864	-	3476.0	1	E130310I04Rik|A930019C19Rik|-|16|16 B3|ncRNA	3.12	1.88	1.96	7.35	0.866742966827633	0.435310874924136	1
NM_001291804	chr18	20083471	20114773	-	4943.0	1	Dsc1|1110020A10Rik|AI507491|-|18|18 A2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_145942	chr13	119690351	119708260	+	3564.0	1	Hmgcs1|B130032C06Rik|-|13 D2.3|13|protein-coding	4520.91	4450.91	4951.87	4820.41	0.134560346148274	0.00170274179147813	0.0712605413570166
NM_001286630	chr17	32196272	32284133	-	5973.0	1	Brd4|Brd5|HUNK1|MCAP|WI-11513|-|17 B1|17 17.39 cM|protein-coding	6193.13	6348.25	6253.55	6998.04	0.0897977031446086	0.0543062055350988	0.623790053991021
NR_040615	chr2	11338366	11398500	-	1031.0	1	8030442B05Rik|-|-|2|2 A1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001285855	chr10	81252935	81262981	+	1897.0	1	Matk|CHK|HYL|Ntk|p56ntk|-|10 39.72 cM|10 C1|protein-coding	8.31	13.14	19.60	14.70	0.672586703312937	0.120072439209877	0.879205443417709
NM_019969	chr4	3901158	3938405	-	4627.0	1	Plag1|-|-|4|4 A1|protein-coding	28.06	24.41	19.60	16.80	-0.505427377535403	0.154611403260141	0.965318066614272
NR_002847	chr19	5795690	5802672	-	6982.0	1	Malat1|2210401K01Rik|9430072K23Rik|AI647968|Neat2|-|19|19 A|ncRNA	2842.46	1925.50	2251.47	2239.58	-0.0733411051009896	0.393973139025615	1
NM_010672	chr16	89031699	89032292	+	591.0	1	Krtap6-1|HGTpII.1|HGTpII.2|-|16|16 C3.3|protein-coding	0.00	0.00	0.00	1.05	2.3426325900233	0.999999999999998	1
NR_037235	chr13	63301199	63301283	-	84.0	1	Mir3074-1|mmu-mir-3074-1|-|13 B3|13 32.8 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_045113	chr12	44221356	44224380	+	3024.0	1	Gm2027|-|-|12 B2|12|pseudo	89.38	105.15	53.91	75.60	-0.586473913103311	0.00183943179599017	0.0753491452056941
NM_010399	chr17	36038409	36042692	-	1627.0	1	H2-T9|H-2T9|-|17 B1|17|protein-coding	296.20	275.07	742.98	660.43	1.31071335432976	1.2220710048291e-50	4.47551585753608e-48
NM_001045964	chr11	70562881	70614482	+	4959.0	1	Mink1|B55|MINK|Map4k6|Ysk2|-|11|11 B3|protein-coding	2828.95	2855.87	2805.28	2994.51	0.0391558783943993	0.407818439323016	1
NM_183187	chr14	8296278	8309776	-	3138.0	1	Fam107a|DRR1|-|14|14 A1|protein-coding	1.04	1.88	1.96	0.00	-0.485090754311235	0.999999999999998	1
NM_001160386	chr1	46066738	46373550	+	12250.0	1	Dnah7b|Dnahc7b|Gm107|-|1|1 C1.1|protein-coding	896.91	860.89	886.08	902.97	0.036956428533573	0.573966378901798	1
NR_046307	chr14	22507174	22542798	-	972.0	1	4930405A10Rik|4930456G20Rik|-|14|14 A3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_131956	chr19	61114982	61140840	-	2852.0	1	Zfp950|5830428H23Rik|AU016073|BC055757|Gm34518|Zfp826|mszf84|-|19|19 D3|protein-coding	166.29	149.27	148.99	182.69	0.0819611503046228	0.566008342089238	1
NM_175640	chr7	79721164	79732776	-	1905.0	1	Plin1|6030432J05Rik|Peri|Plin|-|7|7 D2|protein-coding	0.00	0.94	1.96	1.05	1.42209520593766	0.627538307004792	1
NM_001166066	chr15	4898737	4962201	+	5186.0	1	Mroh2b|4930455B06Rik|Heatr7b2|SPIF|-|15|15 A1|protein-coding	0.00	0.00	0.00	1.05	2.3426325900233	0.999999999999998	1
NM_001289460	chr5	16553495	16573944	+	2135.0	1	Hgf|C230052L06Rik|HGF/SF|NK1|NK2|SF|SF/HGF|-|5 A3|5 7.07 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_105747	chr14	117953743	117953847	-	104.0	1	Mir6239|Gm28025|mmu-mir-6239|-|14|14 E4|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_080438	chr8	55940825	56125352	+	1463.0	1	Glra3|-|-|8 B2|8 29.69 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001033542	chr11	61301631	61342860	-	2358.0	1	Slc47a2|4933429E10Rik|-|11|11 B2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_177735	chr5	144735915	144761578	-	2724.0	1	Tmem130|BC067004|C130036G08|-|5|5 G2|protein-coding	0.00	0.00	4.90	2.10	4.88168063324728	0.0167226535694706	0.33601016815211
NM_001081253	chr15	36150060	36164884	-	4028.0	1	Fbxo43|4930533G20Rik|Emi2|-|15|15 B3.1|protein-coding	3.12	0.00	0.00	1.05	-1.33626751472843	0.627538307004792	1
NM_013654	chr11	82045712	82047523	+	794.0	1	Ccl7|MCP-3|Scya7|fic|marc|mcp3|-|11 C|11 49.83 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_016805	chr1	178328300	178337784	-	3654.0	1	Hnrnpu|AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U|-|1|1 H4|protein-coding	24256.00	24244.82	22643.15	22738.13	-0.0849608042299954	0.0299438600737959	0.461515386074579
NM_016753	chr3	67457999	67463907	-	1084.0	1	Lxn|-|-|3 E1|3 30.98 cM|protein-coding	943.68	1006.41	1033.11	974.37	0.0522762860462248	0.412365224359962	1
NM_011817	chr13	51846675	51848474	+	1074.0	1	Gadd45g|AI327420|C86281|CR6|DDIT2|OIG37|-|13|13 A5|protein-coding	110.16	105.15	123.50	123.90	0.212440368828334	0.165728095514383	0.995303206808268
NM_009311	chr6	7555071	7562973	+	1025.0	1	Tac1|4930528L02Rik|NK-1|NK1|Nkna|PPT-A|PPTA|SP|-|6 A1|6 3.31 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_027959	chr12	17266595	17284770	+	2110.0	1	Pdia6|1700015E05Rik|AL023058|C77895|CaBP5|P5|Txndc7|-|12|12 A1.1|protein-coding	23225.03	22989.63	24030.10	23137.12	0.0404960126082305	0.312463375542924	1
NM_010208	chr4	132974095	133001882	+	3327.0	1	Fgr|-|-|4 D2.3|4 66.11 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001163421	chr1	191045830	191062932	-	1242.0	1	Tatdn3|1500010M24Rik|-|1|1 H6|protein-coding	139.26	152.09	155.85	123.90	-0.04581461331304	0.771993480022304	1
NR_015595	chr5	116438722	116465487	+	3354.0	1	Srrm4os|2410137F16Rik|-|5|5 F|ncRNA	0.00	0.94	1.96	0.00	0.890379447598607	1	1
NM_053091	chr2	152754173	152765037	+	720.0	1	Cox4i2|Cox4b|CoxIV-2|-|2|2 H1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_146474	chr2	89993395	89994315	+	919.0	1	Olfr1261|MOR234-3|-|2|2 E1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001243155	chr4	88773834	88774801	+	965.0	3	Gm13290|OTTMUSG00000011291|-|4 C4|4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001034013	chr11	80880165	81968396	-	2631.0	1	Asic2|ACIC2|Accn1|BNC1|BNaC1|BNaC1a|Mdeg|-|11 B5|11 48.43 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_028048	chr11	68968131	68972515	+	1820.0	1	Slc25a35|1810012H11Rik|-|11|11 B3|protein-coding	186.03	213.11	228.38	195.29	0.0960961538192632	0.447672489296615	1
NM_018757	chr9	109832794	109842961	+	1016.0	1	Nme6|nm23-M6|-|9|9 F2|protein-coding	785.70	859.95	835.11	829.48	0.0256336315088756	0.702096883147641	1
NM_019924	chr19	6829084	6840627	-	3112.0	1	Rps6ka4|1110069D02Rik|90kDa|AI848992|Msk2|mMSK2|-|19|19 A|protein-coding	921.85	843.99	965.48	973.32	0.147435114539571	0.0232127133048795	0.402238945170783
NM_174877	chr5	72577114	72581084	-	1253.0	1	Zar1|-|-|5|5 C3.2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_019821	chr5	114669500	114690935	-	1604.0	1	Gltp|1110001F24Rik|C76925|C77564|-|5|5 F|protein-coding	1982.97	1962.12	1941.74	2012.79	0.0141624072108655	0.781601687842055	1
NM_025535	chr11	51763663	51791953	+	1244.0	1	Sar1b|2310075M17Rik|2900019I22Rik|CMRD|Sara1b|Sara2|Sarb|-|11|11 B1.3|protein-coding	2397.64	2347.97	2312.25	2282.63	-0.035194087439831	0.46594450810357	1
NM_001025567	chr4	115915119	115939926	-	4010.0	1	Dmbx1|Atx|Cdmx|Mbx|Otx3|-|4 D1|4 53.07 cM|protein-coding	2.08	4.69	4.90	8.40	0.920889277165827	0.276493589529378	1
NR_030149	chrX	66839052	66839125	-	73.0	1	Mir465|Mirn465|mir-465a|mmu-mir-465|-|X A7.1|X|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_133218	chr3	9427010	9610085	-	13833.0	1	Zfp704|C030026M03|C030034L19Rik|Gig1|Znf704|-|3|3 A1|protein-coding	1767.83	1527.45	1566.33	1556.05	-0.0646966937193012	0.269177872269199	1
NM_138659	chr11	75486777	75509447	+	7437.0	1	Prpf8|AU019467|D11Bwg0410e|DBF3/PRP8|Prp8|Sfprp8l|-|11 B5|11 45.92 cM|protein-coding	19534.50	19429.66	18145.10	19416.03	-0.0420776828844293	0.312839380167295	1
NM_028372	chr13	81711417	81753275	+	3877.0	1	Mblac2|2900024O10Rik|-|13|13 C3|protein-coding	180.84	177.44	192.12	157.50	-0.020201866916527	0.871957761133949	1
NM_001024911	chr10	59164112	59221847	-	2528.0	1	Sept10|4921515A04Rik|9430099J10Rik|AA408298|AI874685|-|10|10 B4|protein-coding	1097.49	1182.90	1084.08	1059.42	-0.079480028467246	0.198359016754769	1
NM_001104622	chr5	109046873	109059452	-	2579.0	1	Vmn2r11|EG384219|-|5|5 F|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_031384	chrX	100838648	101059639	-	3218.0	1	Tex11|4930565P14Rik|BB024231|ZIP4H|-|X|X C3-D|protein-coding	1.04	0.00	0.00	1.05	0.040142386966713	1	1
NR_030673	chr5	104525735	104554211	+	3805.0	1	D930016D06Rik|100041172|1110004B06Rik|AI451450|Gm3179|-|5|5 E5|ncRNA	273.33	250.66	281.31	302.39	0.167557783760888	0.109100656544685	0.844746863249273
NM_146729	chr10	129387635	129388594	+	958.0	1	Olfr784|MOR110-3|-|10|10 D3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_198854	chr6	6877801	6882068	-	1323.0	1	Dlx5|AI385752|-|6 A1|6 2.83 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_153116	chr5	5537457	5559501	-	2920.0	1	Gtpbp10|4930545J22Rik|BC034507|-|5|5 A1|protein-coding	424.03	415.89	416.58	385.34	-0.0540865117035842	0.545960452184128	1
NM_134216	chr13	22620097	22621035	-	937.0	1	Vmn1r206|V1rh7|-|13|13 A3.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_146590	chr2	86657515	86658456	-	940.0	1	Olfr1085|MOR191-1|-|2|2 D|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_172053	chr13	70727808	70841811	-	4950.0	1	Adamts16|-|-|13 C1|13 35.97 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001011839	chr19	12321887	12322825	-	937.0	1	Olfr1437|MOR214-6|-|19|19 A|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_053260	chr17	25318654	25322684	+	1173.0	1	Prss29|D19363|Isp2|mISP-2|-|17 A3.3|17 12.53 cM|protein-coding	0.00	0.00	0.00	1.05	2.3426325900233	0.999999999999998	1
NM_001110826	chr9	44604892	44640731	+	6049.0	1	Ddx6|1110001P04Rik|E230023J21Rik|HLR2|mRCK/P54|p54|rck|-|9 A5.2|9 26.0 cM|protein-coding	6328.24	5945.50	5550.76	5795.83	-0.10213040673194	0.019621331064588	0.362771015173118
NM_008524	chr10	97565501	97572703	+	2070.0	1	Lum|Ldc|SLRR2D|-|10 C3|10 50.32 cM|protein-coding	3.12	3.76	1.96	2.10	-0.722206598842157	0.554830797695843	1
NM_001198573	chr1	87945121	88008551	-	5282.0	1	Usp40|B230215L03Rik|C730029K03|-|1|1 D|protein-coding	1892.55	1767.78	1878.03	1745.05	-0.00205533519230247	0.963426449880056	1
NM_001252466	chr17	56673225	56711769	+	2693.0	1	Ranbp3|2610024N24Rik|AA408221|-|17|17 D|protein-coding	5969.68	6181.14	6182.98	6244.17	0.0430596600534916	0.303180401188473	1
NM_146082	chr17	71743555	71752885	-	5002.0	1	BC027072|-|-|17|17 E1.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_206869	chr7	23952387	23953356	+	967.0	1	Vmn1r180|Gm475|V1rd16|-|7|7 A3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001081074	chr19	31868761	31949406	+	3814.0	1	A1cf|1810073H04Rik|ACF64|ACF65|ASP|Acf|MCM|MerCreMer|Tg(Myh6-cre/Esr1*)1Jmk|mer|-|19|19 C1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_008467	chr3	69072221	69127092	-	3707.0	1	Kpna4|1110058D08Rik|IPOA3|-|3|3 E1|protein-coding	4376.45	4531.65	4170.67	4151.58	-0.0875084736424274	0.0447903024843397	0.570868439932709
NM_026738	chr13	49202951	49216026	-	796.0	1	Card19|1110007C09Rik|AI851695|Bincard|-|13|13 A5|protein-coding	915.61	1010.16	1032.13	964.92	0.0623470610141363	0.340161936464872	1
NM_009129	chr1	79434669	79440090	-	2481.0	1	Scg2|Chgc|SgII|-|1 C4|1 40.89 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_029048	chr5	143216316	143225882	-	1810.0	1	Spdye4a|4930445A17Rik|4930451F05Rik|RINGO E4A|Spdy2|Spdyb|Spdye4|Spy/Ringo B|-|5|5 G2|protein-coding	0.00	0.00	0.00	1.05	2.3426325900233	0.999999999999998	1
NM_001174049	chr9	107399880	107529343	+	5472.0	1	Cacna2d2|Cacna2d|a2d2|du|mKIAA0558|td|torpid|-|9 F1|9 58.02 cM|protein-coding	2.08	6.57	0.00	2.10	-1.98969364021248	0.0707350695201181	0.690659132835311
NM_134222	chr13	23136485	23137381	+	895.0	1	Vmn1r218|V1ri5|-|13|13 A3.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001290745	chr2	80500512	80581182	-	4371.0	1	Nckap1|C79304|H19|Hem-2|Hem2|Nap1|mKIAA0587|mh19|p125Nap1|-|2 C3|2 48.21 cM|protein-coding	18754.00	18049.60	17739.31	18515.16	-0.0106960119935096	0.794301602397082	1
NM_024270	chr13	19357676	19395813	-	1334.0	1	Stard3nl|0610035N01Rik|6530409L22Rik|AW124774|MENTHO|-|13|13 A2|protein-coding	372.07	411.20	414.62	370.64	0.0140178545663642	0.888082211103831	1
NR_003623	chr1	180326969	180330549	-	3580.0	1	Gm5069|EG277333|-|1 H4|1|pseudo	35.34	30.98	47.05	46.20	0.505706184431214	0.0524892102675075	0.616587142425133
NM_029556	chr14	122181694	122402234	+	1231.0	1	Clybl|0610033J05Rik|2310014M14Rik|AI256068|Clb|-|14|14 E5|protein-coding	327.38	396.18	345.02	340.19	-0.071724963450725	0.487519880255068	1
NM_009989	chr2	76353942	76360453	-	652.0	1	Cyct|T-Cc|-|2 C3|2 44.94 cM|protein-coding	0.00	0.00	0.98	0.00	2.34197687830997	0.999999999999998	1
NM_001003915	chr2	110597299	110649345	+	5087.0	1	Slc5a12|AI315119|D630015G19|SMCT2|-|2|2 E3|protein-coding	1.04	0.94	1.96	1.05	0.575847463951983	1	1
NM_013764	chr6	83480214	83506969	-	1101.0	1	Dguok|dGK|dGK1|dGK2|dGK3|-|6 C3|6 35.94 cM|protein-coding	501.98	488.18	494.99	482.99	-0.00585167842505684	0.951439693831582	1
NM_001302333	chr19	5092868	5098521	-	1361.0	1	Cnih2|CNIH-2|Cnil|-|19|19 A|protein-coding	22.86	20.65	25.48	31.50	0.396533878122701	0.214833892518006	1
NM_001167158	chr7	20333142	20334065	-	922.0	2	Gm4133|Vmn1r98|-|7 A3|7|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001109991	chr10	77052179	77113705	-	5585.0	1	Col18a1|-|-|10 C1|10 39.72 cM|protein-coding	6.24	5.63	2.94	6.30	-0.355477829983907	0.672064941903112	1
NM_029294	chr12	34984761	34986436	+	1673.0	1	Prps1l1|1700011K15Rik|-|12|12 A3|protein-coding	0.00	0.00	0.98	0.00	2.34197687830997	0.999999999999998	1
NM_016767	chr12	85686720	85709087	+	899.0	1	Batf|B-ATF|SFA-2|-|12|12 D2|protein-coding	43.65	47.88	44.11	48.30	0.0197098715198895	0.945324090994556	1
NM_026549	chr7	34184497	34196647	-	1274.0	1	Pdcd2l|6030457N17Rik|-|7|7 B1|protein-coding	671.38	724.76	713.57	650.98	-0.0223753461940249	0.770893558301238	1
NM_008814	chr5	147270131	147275149	+	1283.0	1	Pdx1|IDX-1|IPF-1|Ipf1|Mody4|STF-1|pdx-1|-|5 G3|5 86.84 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_026399	chr8	85075035	85080746	-	1227.0	1	Wdr83|1500041N16Rik|Morg1|-|8|8 C3|protein-coding	623.57	653.41	645.94	634.18	0.0136585475113955	0.857805342344141	1
NM_001037716	chrX	149594601	149636621	+	1794.0	1	Gm10439|ENSMUSG00000072923|-|X F3|X|protein-coding	0.00	0.94	0.00	0.00	-2.3015270447825	0.999999999999998	1
NM_001282443	chr15	75882934	75888723	-	3357.0	1	Mroh6|Gm19570|-|15|15 D3|protein-coding	35.34	28.16	28.43	30.45	-0.091964991245985	0.797317649884428	1
NM_146886	chr2	111645057	111645995	-	937.0	1	Olfr1298|MOR248-6|-|2|2 E3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_008774	chr15	36595658	36608973	-	2803.0	1	Pabpc1|PABP|Pabp1|PabpI|Pabpl1|ePAB|-|15|15 B3.1|protein-coding	22917.40	23868.36	21689.43	23465.76	-0.0404712922845776	0.350836136191772	1
NM_144821	chr10	40001573	40025268	-	2673.0	1	Mfsd4b1|AI317395|AI482555|Naglt1a|-|10|10 B1|protein-coding	1.04	1.88	0.98	0.00	-1.3350219200931	0.627538307004792	1
NM_173763	chr3	142701048	142744911	+	2263.0	1	Kyat3|Ccbl2|KATIII|Kat3|-|3|3 H1|protein-coding	408.44	454.39	443.04	370.64	-0.0732883754830503	0.436319517812661	1
NM_008536	chr3	57287064	57301919	-	1893.0	1	Tm4sf1|L6|M3s1|-|3|3 D|protein-coding	3795.49	3898.89	3628.63	3616.09	-0.0761970086104273	0.0847613775026131	0.751319685078675
NM_016844	chr17	33823037	33824498	-	321.0	1	Rps28|-|-|17|17 B1|protein-coding	18.71	25.35	36.27	32.55	0.643629950638342	0.0317385042556733	0.482159638508515
NM_001001979	chr18	57133090	57297467	+	7487.0	1	Megf10|3000002B06Rik|Gm331|-|18|18 D3|protein-coding	814.80	748.23	633.20	667.78	-0.252818453026634	0.000369178455901164	0.0215167025473797
NM_008766	chr19	8617996	8628299	+	4014.0	1	Slc22a6|NKT|Oat1|Orctl1|mOat1|-|19 A|19 5.44 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
